YIL,BÖLGE,SEPET
1943,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1943,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1943,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1943,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1943,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1943,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1943,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1943,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1943,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1943,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1944,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1944,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1944,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1944,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1944,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1944,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1944,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1944,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1944,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1944,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1944,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1944,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1945,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1945,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1945,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1945,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1945,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1945,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1945,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1945,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1945,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1945,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1945,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1945,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1946,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1946,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1946,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1946,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1946,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1946,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1946,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1946,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1946,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1946,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1946,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1946,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1947,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1947,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1947,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1947,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1947,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1947,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1947,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1947,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1947,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1947,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1947,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1947,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1948,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1948,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1948,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1948,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1948,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1948,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1948,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1948,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1948,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1948,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1948,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1948,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1949,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1949,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1949,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1949,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1949,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1949,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1949,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1949,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1949,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1949,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1949,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1949,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1950,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1950,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1950,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1950,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1950,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1950,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1950,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1950,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1950,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1950,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1950,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1950,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1951,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1951,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1951,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1951,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1951,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1951,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1951,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1951,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1951,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1951,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1951,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1951,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1952,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1952,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1952,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1952,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1952,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1952,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1952,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1952,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1952,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1952,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1952,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1952,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1953,AB,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1953,BC,"['Barley', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Tame hay', 'Wheat, all']"
1953,CA,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Soybeans', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1953,MA,"['Barley', 'Buckwheat', 'Canola (rapeseed)', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Mustard seed', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sugar beets', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
1953,MP,"['Barley', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1953,NB,"['Barley', 'Buckwheat', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1953,NS,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Rye, all', 'Tame hay', 'Wheat, all']"
1953,ON,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Soybeans', 'Sugar beets', 'Tame hay', 'Wheat, all', 'Wheat, spring', 'Wheat, winter remaining']"
1953,PEI,"['Barley', 'Corn for silage', 'Mixed grains', 'Oats', 'Tame hay', 'Wheat, all']"
1953,PP,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1953,QU,"['Barley', 'Beans, all dry (white and coloured)', 'Buckwheat', 'Corn for grain', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Sugar beets', 'Tame hay', 'Wheat, all']"
1953,SK,"['Barley', 'Canola (rapeseed)', 'Corn for silage', 'Flaxseed', 'Mixed grains', 'Oats', 'Peas, dry', 'Rye, all', 'Rye, fall remaining', 'Rye, spring', 'Sunflower seed', 'Tame hay', 'Wheat, all']"
